Q15_1,Q15_2_M2,Q19,Q26,Q33,cluster
20.0,60.0,0.0,1.0,4.0,2
20.0,30.0,1.0,1.0,4.0,2
10.0,60.0,0.0,0.0,3.0,0
1.0,50.0,0.0,0.0,3.0,0
20.0,120.0,0.0,0.0,3.0,0
3.0,120.0,1.0,1.0,1.0,1
1.0,120.0,1.0,0.0,2.0,1
8.0,120.0,1.0,1.0,3.0,2
19.0,135.0,0.0,1.0,3.0,2
15.0,60.0,0.0,0.0,3.0,0
10.0,30.0,1.0,1.0,3.0,2
8.0,50.0,0.0,0.0,2.0,0
12.0,240.0,1.0,0.0,2.0,3
5.0,240.0,1.0,0.0,1.0,3
29.0,240.0,1.0,1.0,3.0,3
20.0,180.0,0.0,1.0,3.0,2
4.0,180.0,0.0,1.0,3.0,2
4.0,180.0,0.0,0.0,3.0,0
0.0,180.0,0.0,0.0,1.0,0
7.0,120.0,1.0,0.0,3.0,1
20.0,120.0,1.0,1.0,4.0,2
20.0,120.0,1.0,0.0,3.0,1
2.0,120.0,1.0,0.0,4.0,1
22.0,120.0,0.0,1.0,4.0,2
30.0,120.0,1.0,1.0,4.0,2
6.0,120.0,0.0,1.0,3.0,2
20.0,120.0,1.0,1.0,2.0,2
3.0,120.0,1.0,1.0,3.0,2
15.0,120.0,0.0,0.0,3.0,0
10.0,120.0,0.0,0.0,2.0,0
15.0,120.0,1.0,0.0,4.0,1
12.0,120.0,1.0,1.0,3.0,2
25.0,120.0,1.0,0.0,2.0,1
17.0,120.0,1.0,0.0,4.0,1
10.0,120.0,1.0,0.0,3.0,1
25.0,120.0,0.0,0.0,3.0,0
15.0,120.0,0.0,0.0,3.0,0
28.0,120.0,0.0,0.0,3.0,0
2.0,120.0,0.0,0.0,3.0,0
2.0,120.0,0.0,0.0,3.0,0
15.0,60.0,0.0,0.0,2.0,0
20.0,60.0,1.0,0.0,2.0,1
5.0,60.0,1.0,1.0,3.0,2
12.0,60.0,0.0,0.0,3.0,0
30.0,60.0,1.0,1.0,3.0,2
0.0,60.0,0.0,0.0,4.0,0
12.0,60.0,0.0,1.0,3.0,2
3.0,90.0,0.0,0.0,3.0,0
18.0,60.0,0.0,0.0,2.0,0
10.0,60.0,1.0,0.0,1.0,1
1.0,60.0,1.0,0.0,2.0,1
3.0,60.0,1.0,0.0,3.0,1
10.0,90.0,0.0,1.0,3.0,2
3.0,90.0,0.0,1.0,2.0,2
10.0,60.0,0.0,1.0,2.0,2
20.0,60.0,0.0,0.0,2.0,0
16.0,80.0,0.0,1.0,4.0,2
5.0,60.0,1.0,0.0,3.0,1
2.0,60.0,0.0,0.0,3.0,0
5.0,90.0,1.0,1.0,4.0,2
20.0,60.0,0.0,1.0,2.0,2
10.0,60.0,1.0,0.0,2.0,1
20.0,60.0,1.0,0.0,3.0,1
1.0,60.0,0.0,0.0,2.0,0
30.0,60.0,0.0,0.0,3.0,0
20.0,60.0,0.0,1.0,2.0,2
22.0,50.0,1.0,0.0,1.0,1
10.0,30.0,1.0,0.0,1.0,1
3.0,50.0,1.0,0.0,3.0,1
1.0,30.0,0.0,0.0,2.0,0
3.0,50.0,1.0,1.0,4.0,2
2.0,50.0,0.0,0.0,1.0,0
1.0,30.0,1.0,0.0,4.0,1
13.0,60.0,0.0,0.0,3.0,0
6.0,120.0,1.0,0.0,3.0,1
12.0,120.0,1.0,0.0,2.0,1
6.0,120.0,1.0,0.0,4.0,1
10.0,150.0,1.0,0.0,2.0,1
8.0,60.0,0.0,0.0,3.0,0
4.0,50.0,0.0,0.0,1.0,0
10.0,30.0,0.0,0.0,3.0,0
10.0,60.0,0.0,0.0,4.0,0
11.0,90.0,0.0,0.0,2.0,0
2.0,60.0,1.0,1.0,3.0,2
8.0,60.0,1.0,1.0,3.0,2
5.0,60.0,1.0,0.0,3.0,1
12.0,60.0,0.0,0.0,1.0,0
4.0,50.0,0.0,0.0,3.0,0
4.0,120.0,0.0,0.0,1.0,0
20.0,120.0,1.0,1.0,4.0,2
10.0,120.0,0.0,0.0,3.0,0
15.0,120.0,0.0,1.0,3.0,2
6.0,120.0,1.0,1.0,4.0,2
2.0,240.0,0.0,1.0,1.0,3
7.0,300.0,1.0,1.0,4.0,3
10.0,90.0,1.0,1.0,4.0,2
4.0,60.0,1.0,1.0,3.0,2
10.0,90.0,1.0,0.0,3.0,1
10.0,60.0,0.0,1.0,3.0,2
30.0,30.0,0.0,0.0,2.0,0
10.0,360.0,1.0,0.0,3.0,3
2.0,300.0,1.0,0.0,2.0,3
15.0,240.0,1.0,0.0,4.0,3
5.0,240.0,1.0,1.0,4.0,3
2.0,180.0,1.0,0.0,3.0,3
7.0,180.0,1.0,1.0,4.0,2
10.0,180.0,1.0,0.0,3.0,3
30.0,180.0,0.0,0.0,2.0,0
20.0,180.0,1.0,0.0,3.0,3
20.0,180.0,1.0,1.0,4.0,2
3.0,150.0,0.0,0.0,3.0,0
4.0,120.0,1.0,0.0,3.0,1
4.0,120.0,0.0,0.0,3.0,0
30.0,120.0,0.0,1.0,3.0,2
4.0,120.0,0.0,0.0,4.0,0
12.0,120.0,0.0,0.0,2.0,0
2.0,120.0,0.0,1.0,3.0,2
0.0,120.0,1.0,1.0,2.0,2
30.0,120.0,1.0,0.0,3.0,1
20.0,120.0,0.0,0.0,3.0,0
30.0,120.0,1.0,1.0,3.0,2
3.0,120.0,1.0,1.0,3.0,2
3.0,150.0,1.0,1.0,2.0,2
1.0,120.0,1.0,1.0,4.0,2
4.0,120.0,1.0,0.0,1.0,1
1.0,120.0,0.0,0.0,1.0,0
5.0,60.0,0.0,0.0,3.0,0
4.0,60.0,0.0,0.0,3.0,0
3.0,90.0,0.0,0.0,2.0,0
24.0,70.0,0.0,1.0,3.0,2
10.0,60.0,1.0,1.0,4.0,2
10.0,60.0,0.0,1.0,1.0,0
12.0,90.0,0.0,1.0,3.0,2
10.0,60.0,0.0,0.0,3.0,0
7.0,60.0,1.0,0.0,2.0,1
4.0,60.0,0.0,0.0,2.0,0
7.0,60.0,0.0,0.0,3.0,0
10.0,60.0,0.0,0.0,1.0,0
10.0,80.0,1.0,0.0,3.0,1
4.0,60.0,1.0,1.0,2.0,2
4.0,60.0,0.0,0.0,2.0,0
20.0,60.0,1.0,0.0,2.0,1
1.0,60.0,0.0,0.0,2.0,0
10.0,60.0,0.0,0.0,2.0,0
3.0,10.0,0.0,0.0,3.0,0
1.0,30.0,0.0,0.0,1.0,0
10.0,50.0,1.0,1.0,4.0,2
6.0,30.0,0.0,0.0,3.0,0
8.0,30.0,0.0,0.0,2.0,0
5.0,30.0,0.0,0.0,1.0,0
5.0,30.0,0.0,0.0,2.0,0
12.0,30.0,0.0,1.0,2.0,2
15.0,20.0,1.0,0.0,3.0,1
1.0,50.0,1.0,0.0,1.0,1
5.0,40.0,0.0,0.0,2.0,0
20.0,150.0,1.0,1.0,2.0,2
8.0,60.0,1.0,0.0,2.0,1
15.0,60.0,0.0,0.0,3.0,0
15.0,90.0,1.0,1.0,2.0,2
3.0,70.0,0.0,0.0,3.0,0
15.0,90.0,0.0,1.0,3.0,2
4.0,300.0,1.0,0.0,2.0,3
4.0,180.0,0.0,0.0,3.0,0
20.0,180.0,0.0,0.0,2.0,0
12.0,180.0,0.0,0.0,3.0,0
30.0,120.0,0.0,0.0,3.0,0
4.0,120.0,0.0,0.0,3.0,0
2.0,120.0,0.0,0.0,2.0,0
3.0,60.0,1.0,0.0,4.0,1
13.0,60.0,0.0,0.0,3.0,0
20.0,90.0,0.0,1.0,2.0,2
30.0,90.0,1.0,0.0,1.0,1
20.0,90.0,0.0,1.0,4.0,2
20.0,60.0,1.0,1.0,3.0,2
1.0,60.0,0.0,0.0,3.0,0
20.0,90.0,1.0,1.0,4.0,2
30.0,60.0,0.0,1.0,4.0,2
7.0,90.0,0.0,0.0,2.0,0
3.0,70.0,0.0,0.0,3.0,0
20.0,60.0,0.0,0.0,1.0,0
10.0,30.0,0.0,0.0,3.0,0
8.0,50.0,0.0,0.0,2.0,0
1.0,240.0,1.0,0.0,3.0,3
8.0,180.0,0.0,0.0,2.0,0
10.0,210.0,1.0,1.0,4.0,3
1.0,180.0,1.0,0.0,2.0,3
20.0,120.0,1.0,1.0,2.0,2
15.0,120.0,1.0,0.0,3.0,1
4.0,120.0,0.0,1.0,3.0,2
25.0,150.0,0.0,0.0,3.0,0
2.0,60.0,0.0,0.0,3.0,0
5.0,60.0,0.0,0.0,2.0,0
16.0,60.0,0.0,1.0,3.0,2
10.0,60.0,0.0,0.0,1.0,0
23.0,60.0,0.0,0.0,2.0,0
1.0,60.0,0.0,0.0,2.0,0
4.0,60.0,0.0,0.0,3.0,0
31.0,90.0,0.0,0.0,3.0,0
18.0,90.0,1.0,0.0,3.0,1
30.0,90.0,0.0,0.0,3.0,0
8.0,60.0,0.0,0.0,2.0,0
5.0,60.0,0.0,1.0,4.0,2
4.0,60.0,0.0,0.0,4.0,0
3.0,60.0,0.0,1.0,4.0,2
10.0,60.0,1.0,1.0,2.0,2
5.0,30.0,0.0,0.0,3.0,0
4.0,50.0,1.0,0.0,1.0,1
15.0,30.0,1.0,0.0,1.0,1
4.0,30.0,0.0,0.0,2.0,0
20.0,30.0,1.0,1.0,2.0,2
20.0,35.0,0.0,0.0,3.0,0
5.0,30.0,0.0,0.0,2.0,0
0.0,120.0,0.0,1.0,4.0,2
12.0,60.0,0.0,1.0,3.0,2
6.0,120.0,1.0,0.0,4.0,1
5.0,60.0,0.0,0.0,3.0,0
1.0,360.0,0.0,0.0,1.0,3
3.0,50.0,0.0,1.0,1.0,0
2.0,300.0,1.0,0.0,2.0,3
10.0,90.0,0.0,0.0,2.0,0
12.0,90.0,1.0,0.0,4.0,1
1.0,90.0,1.0,1.0,3.0,2
2.0,30.0,0.0,0.0,2.0,0
10.0,150.0,1.0,1.0,3.0,2
10.0,300.0,1.0,1.0,4.0,3
3.0,300.0,0.0,0.0,4.0,3
3.0,180.0,1.0,0.0,2.0,3
4.0,150.0,0.0,0.0,3.0,0
2.0,120.0,0.0,0.0,1.0,0
3.0,120.0,0.0,0.0,3.0,0
3.0,150.0,0.0,0.0,3.0,0
8.0,120.0,0.0,0.0,3.0,0
2.0,120.0,0.0,0.0,3.0,0
20.0,60.0,0.0,0.0,3.0,0
12.0,60.0,1.0,0.0,1.0,1
5.0,60.0,0.0,0.0,1.0,0
1.0,60.0,0.0,0.0,2.0,0
15.0,90.0,0.0,0.0,3.0,0
6.0,90.0,0.0,0.0,2.0,0
4.0,60.0,1.0,0.0,1.0,1
9.0,50.0,1.0,0.0,1.0,1
4.0,50.0,1.0,0.0,3.0,1
15.0,50.0,0.0,1.0,3.0,2
4.0,420.0,1.0,0.0,3.0,3
4.0,180.0,0.0,0.0,2.0,0
26.0,180.0,1.0,1.0,4.0,2
8.0,120.0,0.0,0.0,4.0,0
3.0,120.0,1.0,0.0,2.0,1
26.0,60.0,1.0,0.0,4.0,1
8.0,50.0,0.0,1.0,2.0,2
30.0,40.0,0.0,0.0,3.0,0
2.0,240.0,1.0,0.0,3.0,3
30.0,180.0,1.0,0.0,2.0,3
3.0,180.0,1.0,0.0,3.0,3
0.0,180.0,1.0,0.0,2.0,3
5.0,180.0,1.0,0.0,3.0,3
7.0,210.0,1.0,0.0,4.0,3
2.0,180.0,1.0,0.0,2.0,3
2.0,120.0,1.0,0.0,3.0,1
30.0,120.0,1.0,0.0,2.0,1
20.0,120.0,1.0,1.0,4.0,2
4.0,120.0,1.0,1.0,4.0,2
3.0,150.0,1.0,0.0,3.0,1
2.0,120.0,1.0,0.0,1.0,1
10.0,120.0,1.0,0.0,4.0,1
4.0,120.0,1.0,1.0,3.0,2
4.0,120.0,1.0,0.0,2.0,1
4.0,120.0,1.0,1.0,4.0,2
30.0,120.0,1.0,0.0,3.0,1
30.0,120.0,0.0,0.0,3.0,0
16.0,120.0,0.0,1.0,2.0,2
5.0,120.0,1.0,0.0,3.0,1
5.0,120.0,1.0,0.0,1.0,1
5.0,120.0,1.0,1.0,3.0,2
8.0,120.0,1.0,1.0,4.0,2
1.0,120.0,1.0,0.0,2.0,1
3.0,120.0,1.0,0.0,2.0,1
6.0,120.0,1.0,0.0,2.0,1
1.0,150.0,1.0,0.0,3.0,1
1.0,120.0,0.0,0.0,3.0,0
5.0,120.0,0.0,0.0,2.0,0
16.0,120.0,1.0,0.0,3.0,1
3.0,60.0,0.0,0.0,4.0,0
8.0,90.0,0.0,0.0,4.0,0
2.0,60.0,1.0,0.0,1.0,1
24.0,90.0,1.0,1.0,2.0,2
16.0,60.0,0.0,0.0,2.0,0
20.0,60.0,0.0,0.0,4.0,0
2.0,60.0,1.0,0.0,3.0,1
20.0,60.0,1.0,0.0,4.0,1
18.0,90.0,1.0,1.0,4.0,2
30.0,90.0,1.0,1.0,3.0,2
20.0,60.0,1.0,1.0,4.0,2
12.0,90.0,1.0,1.0,4.0,2
4.0,60.0,0.0,0.0,3.0,0
15.0,60.0,1.0,0.0,3.0,1
10.0,60.0,1.0,1.0,1.0,1
3.0,60.0,0.0,0.0,2.0,0
5.0,60.0,0.0,0.0,2.0,0
0.0,60.0,1.0,0.0,2.0,1
1.0,90.0,1.0,1.0,3.0,2
2.0,60.0,1.0,0.0,1.0,1
2.0,60.0,1.0,1.0,2.0,2
20.0,60.0,1.0,0.0,1.0,1
20.0,60.0,1.0,0.0,2.0,1
8.0,60.0,0.0,0.0,3.0,0
1.0,60.0,0.0,0.0,3.0,0
12.0,60.0,1.0,1.0,3.0,2
10.0,60.0,0.0,0.0,1.0,0
8.0,60.0,1.0,0.0,2.0,1
7.0,60.0,0.0,0.0,3.0,0
4.0,60.0,0.0,0.0,3.0,0
15.0,60.0,0.0,0.0,3.0,0
6.0,60.0,0.0,0.0,3.0,0
15.0,60.0,0.0,0.0,2.0,0
9.0,40.0,1.0,1.0,2.0,2
20.0,40.0,0.0,0.0,3.0,0
10.0,50.0,1.0,0.0,2.0,1
1.0,45.0,0.0,0.0,3.0,0
10.0,50.0,0.0,0.0,3.0,0
4.0,50.0,1.0,0.0,2.0,1
4.0,40.0,1.0,1.0,3.0,2
10.0,50.0,1.0,1.0,3.0,2
10.0,50.0,1.0,1.0,2.0,2
5.0,50.0,0.0,0.0,4.0,0
20.0,40.0,0.0,0.0,2.0,0
7.0,50.0,0.0,0.0,3.0,0
6.0,50.0,1.0,0.0,2.0,1
2.0,20.0,1.0,0.0,2.0,1
8.0,45.0,0.0,0.0,2.0,0
3.0,50.0,0.0,0.0,3.0,0
2.0,30.0,0.0,1.0,1.0,0
8.0,50.0,1.0,0.0,3.0,1
6.0,50.0,1.0,0.0,2.0,1
5.0,50.0,1.0,0.0,2.0,1
4.0,50.0,1.0,0.0,2.0,1
2.0,120.0,0.0,0.0,2.0,0
4.0,90.0,1.0,0.0,2.0,1
1.0,60.0,0.0,0.0,2.0,0
3.0,60.0,0.0,0.0,1.0,0
4.0,120.0,1.0,0.0,3.0,1
10.0,80.0,1.0,1.0,3.0,2
5.0,240.0,1.0,1.0,2.0,3
2.0,150.0,1.0,0.0,2.0,1
5.0,120.0,0.0,1.0,4.0,2
2.0,60.0,0.0,0.0,3.0,0
15.0,60.0,1.0,0.0,3.0,1
4.0,60.0,0.0,0.0,3.0,0
4.0,45.0,1.0,0.0,1.0,1
7.0,360.0,1.0,0.0,3.0,3
30.0,150.0,1.0,1.0,4.0,2
12.0,180.0,1.0,1.0,4.0,2
8.0,120.0,0.0,1.0,4.0,2
4.0,120.0,0.0,1.0,3.0,2
15.0,90.0,1.0,0.0,1.0,1
6.0,90.0,0.0,0.0,2.0,0
13.0,90.0,1.0,1.0,3.0,2
10.0,60.0,1.0,0.0,3.0,1
15.0,60.0,0.0,1.0,3.0,2
18.0,45.0,1.0,0.0,3.0,1
2.0,120.0,1.0,1.0,3.0,2
10.0,90.0,1.0,1.0,4.0,2
2.0,180.0,1.0,0.0,3.0,3
15.0,120.0,1.0,1.0,3.0,2
15.0,120.0,1.0,0.0,2.0,1
20.0,90.0,0.0,1.0,3.0,2
20.0,75.0,1.0,1.0,4.0,2
16.0,90.0,0.0,0.0,3.0,0
6.0,60.0,1.0,1.0,3.0,2
15.0,60.0,1.0,1.0,3.0,2
8.0,75.0,1.0,1.0,4.0,2
10.0,90.0,0.0,0.0,2.0,0
26.0,420.0,0.0,1.0,4.0,3
4.0,300.0,1.0,0.0,3.0,3
5.0,300.0,0.0,0.0,3.0,3
20.0,240.0,0.0,0.0,4.0,3
7.0,270.0,1.0,0.0,2.0,3
4.0,120.0,0.0,0.0,2.0,0
3.0,130.0,1.0,1.0,4.0,2
30.0,120.0,0.0,1.0,2.0,2
22.0,150.0,1.0,1.0,4.0,2
10.0,150.0,1.0,0.0,3.0,1
31.0,120.0,1.0,0.0,2.0,1
9.0,130.0,1.0,0.0,2.0,1
8.0,120.0,1.0,1.0,4.0,2
25.0,120.0,1.0,1.0,3.0,2
20.0,150.0,1.0,0.0,2.0,1
10.0,120.0,1.0,1.0,4.0,2
2.0,120.0,1.0,1.0,4.0,2
12.0,120.0,1.0,0.0,3.0,1
15.0,120.0,1.0,1.0,3.0,2
2.0,120.0,0.0,0.0,2.0,0
4.0,150.0,0.0,0.0,2.0,0
5.0,120.0,1.0,0.0,1.0,1
20.0,120.0,0.0,0.0,2.0,0
30.0,74.0,1.0,0.0,3.0,1
10.0,60.0,0.0,1.0,3.0,2
25.0,60.0,1.0,0.0,3.0,1
20.0,90.0,0.0,0.0,2.0,0
1.0,60.0,1.0,0.0,1.0,1
4.0,60.0,0.0,1.0,4.0,2
8.0,90.0,1.0,1.0,4.0,2
4.0,60.0,1.0,0.0,1.0,1
4.0,60.0,1.0,1.0,4.0,2
4.0,60.0,0.0,0.0,2.0,0
21.0,60.0,1.0,1.0,3.0,2
12.0,75.0,1.0,0.0,2.0,1
4.0,60.0,0.0,1.0,3.0,2
25.0,90.0,1.0,1.0,3.0,2
15.0,60.0,1.0,1.0,1.0,1
8.0,60.0,0.0,1.0,4.0,2
11.0,90.0,0.0,1.0,4.0,2
8.0,60.0,1.0,0.0,2.0,1
20.0,60.0,1.0,1.0,3.0,2
31.0,60.0,0.0,1.0,3.0,2
7.0,60.0,1.0,1.0,4.0,2
11.0,60.0,1.0,1.0,3.0,2
10.0,90.0,0.0,1.0,3.0,2
4.0,60.0,1.0,0.0,3.0,1
4.0,60.0,0.0,0.0,1.0,0
31.0,60.0,1.0,1.0,3.0,2
20.0,90.0,0.0,0.0,3.0,0
28.0,60.0,1.0,0.0,3.0,1
20.0,90.0,1.0,0.0,2.0,1
20.0,60.0,0.0,1.0,3.0,2
2.0,60.0,0.0,1.0,4.0,2
8.0,60.0,1.0,0.0,2.0,1
17.0,90.0,1.0,1.0,3.0,2
12.0,90.0,1.0,1.0,3.0,2
30.0,60.0,1.0,1.0,3.0,2
30.0,90.0,1.0,0.0,2.0,1
21.0,90.0,0.0,1.0,3.0,2
17.0,60.0,0.0,0.0,1.0,0
22.0,60.0,1.0,1.0,4.0,2
20.0,60.0,0.0,1.0,3.0,2
15.0,60.0,0.0,0.0,3.0,0
15.0,60.0,0.0,0.0,3.0,0
30.0,60.0,0.0,1.0,3.0,2
15.0,60.0,1.0,0.0,4.0,1
20.0,70.0,1.0,0.0,2.0,1
8.0,90.0,0.0,1.0,3.0,2
4.0,90.0,1.0,1.0,3.0,2
12.0,60.0,1.0,0.0,3.0,1
2.0,60.0,1.0,1.0,3.0,2
20.0,60.0,0.0,0.0,3.0,0
16.0,40.0,1.0,0.0,3.0,1
10.0,45.0,0.0,0.0,3.0,0
8.0,50.0,0.0,1.0,3.0,2
1.0,45.0,1.0,0.0,2.0,1
5.0,40.0,0.0,0.0,3.0,0
30.0,50.0,1.0,0.0,1.0,1
3.0,45.0,0.0,1.0,3.0,2
4.0,50.0,0.0,1.0,3.0,2
20.0,40.0,1.0,0.0,1.0,1
15.0,40.0,1.0,0.0,2.0,1
5.0,30.0,1.0,0.0,1.0,1
28.0,240.0,1.0,1.0,4.0,3
9.0,120.0,1.0,1.0,3.0,2
23.0,90.0,1.0,1.0,3.0,2
12.0,60.0,0.0,0.0,2.0,0
5.0,120.0,1.0,1.0,4.0,2
30.0,120.0,1.0,1.0,4.0,2
20.0,60.0,0.0,1.0,4.0,2
15.0,120.0,1.0,1.0,4.0,2
28.0,90.0,1.0,0.0,3.0,1
30.0,60.0,1.0,1.0,4.0,2
4.0,45.0,1.0,0.0,4.0,1
8.0,180.0,1.0,1.0,4.0,2
8.0,180.0,1.0,1.0,4.0,2
25.0,120.0,1.0,1.0,4.0,2
8.0,120.0,1.0,1.0,4.0,2
6.0,150.0,1.0,1.0,3.0,2
4.0,120.0,1.0,1.0,4.0,2
15.0,50.0,1.0,1.0,2.0,2
22.0,90.0,0.0,1.0,4.0,2
20.0,60.0,0.0,0.0,3.0,0
29.0,60.0,1.0,0.0,3.0,1
30.0,60.0,1.0,1.0,4.0,2
20.0,60.0,1.0,0.0,3.0,1
12.0,60.0,1.0,0.0,1.0,1
31.0,90.0,1.0,0.0,3.0,1
26.0,35.0,1.0,0.0,3.0,1
1.0,120.0,1.0,0.0,2.0,1
8.0,120.0,1.0,0.0,4.0,1
0.0,120.0,0.0,0.0,3.0,0
20.0,120.0,0.0,1.0,4.0,2
4.0,120.0,0.0,1.0,4.0,2
30.0,120.0,1.0,1.0,4.0,2
15.0,120.0,1.0,1.0,3.0,2
10.0,140.0,1.0,1.0,3.0,2
4.0,120.0,1.0,1.0,3.0,2
20.0,60.0,1.0,1.0,3.0,2
30.0,60.0,1.0,1.0,3.0,2
1.0,90.0,1.0,1.0,3.0,2
10.0,90.0,1.0,1.0,3.0,2
1.0,180.0,1.0,0.0,3.0,3
1.0,120.0,1.0,0.0,1.0,1
8.0,150.0,1.0,1.0,3.0,2
5.0,120.0,1.0,0.0,2.0,1
20.0,90.0,1.0,1.0,3.0,2
15.0,60.0,0.0,0.0,4.0,0
5.0,120.0,0.0,0.0,2.0,0
6.0,60.0,1.0,0.0,2.0,1
2.0,20.0,0.0,1.0,3.0,2
24.0,360.0,1.0,1.0,4.0,3
30.0,300.0,1.0,1.0,4.0,3
29.0,300.0,1.0,0.0,3.0,3
4.0,180.0,1.0,0.0,2.0,3
6.0,180.0,1.0,1.0,3.0,2
8.0,180.0,0.0,0.0,4.0,3
3.0,180.0,1.0,0.0,2.0,3
1.0,180.0,1.0,1.0,3.0,2
4.0,120.0,1.0,0.0,3.0,1
4.0,120.0,0.0,1.0,4.0,2
0.0,120.0,0.0,0.0,3.0,0
20.0,120.0,0.0,0.0,2.0,0
5.0,120.0,1.0,0.0,4.0,1
3.0,150.0,0.0,1.0,3.0,2
3.0,120.0,1.0,1.0,1.0,1
3.0,150.0,0.0,0.0,3.0,0
2.0,120.0,1.0,0.0,3.0,1
4.0,90.0,1.0,0.0,4.0,1
4.0,60.0,0.0,1.0,4.0,2
8.0,110.0,0.0,1.0,4.0,2
6.0,90.0,0.0,1.0,2.0,2
30.0,90.0,0.0,0.0,3.0,0
30.0,90.0,1.0,0.0,1.0,1
4.0,110.0,0.0,1.0,1.0,0
4.0,90.0,1.0,1.0,2.0,2
24.0,90.0,0.0,0.0,1.0,0
3.0,60.0,0.0,0.0,2.0,0
6.0,90.0,0.0,0.0,4.0,0
5.0,60.0,0.0,0.0,3.0,0
2.0,70.0,1.0,0.0,3.0,1
5.0,40.0,0.0,0.0,2.0,0
5.0,50.0,1.0,0.0,2.0,1
3.0,60.0,1.0,1.0,3.0,2
30.0,120.0,1.0,1.0,3.0,2
12.0,40.0,1.0,0.0,2.0,1
12.0,30.0,0.0,0.0,4.0,0
9.0,420.0,1.0,0.0,4.0,3
7.0,330.0,1.0,0.0,3.0,3
1.0,240.0,0.0,0.0,3.0,3
1.0,180.0,0.0,0.0,2.0,0
2.0,180.0,1.0,0.0,2.0,3
10.0,180.0,1.0,0.0,3.0,3
20.0,180.0,1.0,0.0,2.0,3
4.0,210.0,0.0,0.0,2.0,3
5.0,120.0,1.0,0.0,1.0,1
4.0,120.0,0.0,0.0,1.0,0
30.0,120.0,1.0,1.0,1.0,2
7.0,120.0,0.0,1.0,4.0,2
7.0,120.0,0.0,1.0,4.0,2
4.0,120.0,1.0,1.0,2.0,2
6.0,120.0,1.0,0.0,1.0,1
15.0,120.0,0.0,0.0,3.0,0
10.0,120.0,1.0,0.0,4.0,1
14.0,130.0,1.0,0.0,3.0,1
5.0,120.0,1.0,0.0,3.0,1
20.0,60.0,1.0,0.0,2.0,1
0.0,60.0,1.0,0.0,2.0,1
7.0,60.0,1.0,1.0,4.0,2
8.0,65.0,1.0,1.0,4.0,2
3.0,90.0,0.0,0.0,1.0,0
1.0,60.0,1.0,1.0,3.0,2
3.0,60.0,1.0,0.0,2.0,1
8.0,60.0,1.0,1.0,3.0,2
12.0,90.0,1.0,1.0,3.0,2
5.0,70.0,1.0,1.0,3.0,2
1.0,60.0,0.0,0.0,1.0,0
20.0,90.0,1.0,0.0,2.0,1
4.0,40.0,1.0,0.0,2.0,1
16.0,45.0,0.0,1.0,3.0,2
12.0,45.0,0.0,0.0,4.0,0
2.0,45.0,0.0,0.0,2.0,0
10.0,30.0,1.0,1.0,2.0,2
10.0,50.0,1.0,1.0,3.0,2
12.0,30.0,1.0,0.0,4.0,1
4.0,50.0,1.0,0.0,2.0,1
30.0,30.0,1.0,0.0,3.0,1
4.0,180.0,1.0,1.0,3.0,2
5.0,180.0,1.0,1.0,3.0,2
2.0,120.0,1.0,0.0,3.0,1
4.0,120.0,1.0,1.0,3.0,2
2.0,60.0,1.0,0.0,3.0,1
20.0,60.0,0.0,0.0,2.0,0
5.0,60.0,1.0,0.0,3.0,1
3.0,110.0,1.0,1.0,4.0,2
3.0,60.0,1.0,1.0,2.0,2
23.0,60.0,1.0,0.0,4.0,1
20.0,90.0,0.0,0.0,2.0,0
2.0,60.0,0.0,0.0,1.0,0
3.0,80.0,1.0,0.0,1.0,1
15.0,90.0,1.0,0.0,3.0,1
30.0,60.0,1.0,0.0,2.0,1
10.0,20.0,1.0,0.0,2.0,1
4.0,50.0,0.0,0.0,3.0,0
2.0,30.0,0.0,0.0,2.0,0
2.0,30.0,0.0,0.0,3.0,0
4.0,45.0,1.0,0.0,1.0,1
4.0,45.0,1.0,0.0,3.0,1
10.0,150.0,0.0,0.0,2.0,0
20.0,90.0,1.0,1.0,4.0,2
15.0,60.0,1.0,0.0,4.0,1
4.0,120.0,1.0,1.0,3.0,2
10.0,90.0,1.0,1.0,4.0,2
6.0,60.0,1.0,0.0,2.0,1
4.0,45.0,1.0,0.0,3.0,1
1.0,40.0,1.0,1.0,2.0,2
3.0,180.0,1.0,0.0,3.0,3
14.0,180.0,1.0,1.0,3.0,2
10.0,180.0,1.0,0.0,1.0,1
6.0,180.0,1.0,0.0,3.0,3
15.0,120.0,1.0,1.0,3.0,2
5.0,150.0,1.0,0.0,3.0,1
10.0,60.0,1.0,1.0,3.0,2
7.0,90.0,1.0,0.0,2.0,1
5.0,60.0,0.0,0.0,2.0,0
4.0,40.0,1.0,1.0,4.0,2
25.0,50.0,1.0,1.0,2.0,2
10.0,30.0,0.0,0.0,3.0,0
25.0,120.0,1.0,1.0,4.0,2
4.0,40.0,1.0,0.0,3.0,1
27.0,360.0,1.0,1.0,2.0,3
1.0,360.0,1.0,0.0,3.0,3
2.0,300.0,1.0,0.0,3.0,3
2.0,270.0,0.0,0.0,3.0,3
20.0,120.0,1.0,0.0,4.0,1
6.0,120.0,1.0,0.0,3.0,1
5.0,150.0,1.0,0.0,4.0,3
8.0,120.0,1.0,0.0,3.0,1
15.0,120.0,1.0,1.0,3.0,2
7.0,120.0,1.0,0.0,2.0,1
10.0,120.0,1.0,1.0,3.0,2
